datetime,date,year,month,day,hour,time_period,season,city,wind_speed,NA,solar_radiation,dew_point,humidity,temperature,wind_direction,quality_flag
2025-12-10T18:00:00Z,2025-12-10,2025,December,10,18,Evening,Winter,Sousse,0.31,510.995,0,13.4,82.4,16.4,64,ok
2025-12-10T17:00:00Z,2025-12-10,2025,December,10,17,Afternoon,Winter,Sousse,0.31,510.795,5,12.7,76.2,16.9,144.5,ok
2025-12-10T16:00:00Z,2025-12-10,2025,December,10,16,Afternoon,Winter,Sousse,1.12,510.745,83,12.1,68.1,18.1,130.9,ok
2025-12-10T15:00:00Z,2025-12-10,2025,December,10,15,Afternoon,Winter,Sousse,2.92,510.695,156,11.5,62.3,18.9,107,ok
2025-12-10T14:00:00Z,2025-12-10,2025,December,10,14,Afternoon,Winter,Sousse,0.59,510.59499999999997,376,11,61.6,18.6,69.5,ok
2025-12-10T13:00:00Z,2025-12-10,2025,December,10,13,Afternoon,Winter,Sousse,1.48,510.84499999999997,461,11.3,65.8,17.8,68.3,ok
2025-12-10T12:00:00Z,2025-12-10,2025,December,10,12,Afternoon,Winter,Sousse,1.18,511.145,451,11.5,69.8,17.1,12.7,ok
2025-12-10T11:00:00Z,2025-12-10,2025,December,10,11,Morning,Winter,Sousse,0.45,511.34499999999997,430,10.8,65.7,17.3,103.8,ok
2025-12-10T10:00:00Z,2025-12-10,2025,December,10,10,Morning,Winter,Sousse,0.49,511.395,346,10,69.8,15.5,210.6,ok
2025-12-10T09:00:00Z,2025-12-10,2025,December,10,9,Morning,Winter,Sousse,0.63,511.395,109,10.6,98.4,10.9,216.2,ok
2025-12-10T08:00:00Z,2025-12-10,2025,December,10,8,Morning,Winter,Sousse,0.2,511.195,45,7.4,99.2,7.5,189.5,ok
2025-12-10T07:00:00Z,2025-12-10,2025,December,10,7,Morning,Winter,Sousse,0.24,511.045,1,6,97.2,6.4,181.4,ok
2025-12-10T06:00:00Z,2025-12-10,2025,December,10,6,Morning,Winter,Sousse,0.26,510.895,0,6.4,96.3,7,302.7,ok
2025-12-10T05:00:00Z,2025-12-10,2025,December,10,5,Night,Winter,Sousse,0.68,510.795,0,7.2,96.9,7.7,273.8,ok
2025-12-10T04:00:00Z,2025-12-10,2025,December,10,4,Night,Winter,Sousse,0.09,510.795,0,6.7,95.3,7.4,310.5,ok
2025-12-10T03:00:00Z,2025-12-10,2025,December,10,3,Night,Winter,Sousse,0.25,510.995,0,7.4,94.7,8.2,223.1,ok
2025-12-10T02:00:00Z,2025-12-10,2025,December,10,2,Night,Winter,Sousse,0.82,511.245,0,8,93.4,9.1,220.4,ok
2025-12-10T01:00:00Z,2025-12-10,2025,December,10,1,Night,Winter,Sousse,0.64,511.195,0,8.7,87.8,10.6,230.1,ok
2025-12-09T23:00:00Z,2025-12-09,2025,December,9,23,Evening,Winter,Sousse,0.13,511.54499999999996,0,9.8,93.9,10.7,130.6,ok
2025-12-09T22:00:00Z,2025-12-09,2025,December,9,22,Evening,Winter,Sousse,0.46,511.645,0,10.5,92.8,11.6,247.1,ok
2025-12-09T21:00:00Z,2025-12-09,2025,December,9,21,Evening,Winter,Sousse,0.57,511.79499999999996,0,11.1,89.3,12.9,219.3,ok
2025-12-09T20:00:00Z,2025-12-09,2025,December,9,20,Evening,Winter,Sousse,0,511.84499999999997,0,12.7,85.8,15.1,40.4,ok
2025-12-09T19:00:00Z,2025-12-09,2025,December,9,19,Evening,Winter,Sousse,0.68,511.745,0,13,80.6,16.4,135.8,ok
2025-12-09T18:00:00Z,2025-12-09,2025,December,9,18,Evening,Winter,Sousse,0.64,511.645,0,13.7,81.2,17,83.2,ok
2025-12-09T17:00:00Z,2025-12-09,2025,December,9,17,Afternoon,Winter,Sousse,0.85,511.495,4,14.2,81.5,17.4,111.9,ok
2025-12-09T16:00:00Z,2025-12-09,2025,December,9,16,Afternoon,Winter,Sousse,2.06,511.445,80,14.4,78.7,18.2,67.6,ok
2025-12-09T15:00:00Z,2025-12-09,2025,December,9,15,Afternoon,Winter,Sousse,3.34,511.395,154,14.3,77.5,18.3,125.4,ok
2025-12-09T14:00:00Z,2025-12-09,2025,December,9,14,Afternoon,Winter,Sousse,1.76,511.495,231,14,72.2,19.1,140.9,ok
2025-12-09T13:00:00Z,2025-12-09,2025,December,9,13,Afternoon,Winter,Sousse,0.6,511.695,332,12.7,65.4,19.4,74.3,ok
2025-12-09T12:00:00Z,2025-12-09,2025,December,9,12,Afternoon,Winter,Sousse,1.28,511.995,300,12.3,62.7,19.6,156.2,ok
2025-12-09T11:00:00Z,2025-12-09,2025,December,9,11,Morning,Winter,Sousse,1.29,512.445,451,12,62.8,19.2,227.8,ok
2025-12-09T10:00:00Z,2025-12-09,2025,December,9,10,Morning,Winter,Sousse,0.81,512.495,322,12.9,69.8,18.5,253.1,ok
2025-12-09T09:00:00Z,2025-12-09,2025,December,9,9,Morning,Winter,Sousse,0.41,512.295,210,11,72.9,15.9,242,ok
2025-12-09T08:00:00Z,2025-12-09,2025,December,9,8,Morning,Winter,Sousse,0.3,512.295,43,9.3,94.1,10.2,225.1,ok
2025-12-09T07:00:00Z,2025-12-09,2025,December,9,7,Morning,Winter,Sousse,0.3,512.245,1,8.4,91.7,9.7,225.1,ok
2025-12-09T06:00:00Z,2025-12-09,2025,December,9,6,Morning,Winter,Sousse,0.18,512.245,0,8.7,87.2,10.7,197.6,ok
2025-12-09T05:00:00Z,2025-12-09,2025,December,9,5,Night,Winter,Sousse,0.72,512.045,0,9.7,85.8,12,268.2,ok
2025-12-09T04:00:00Z,2025-12-09,2025,December,9,4,Night,Winter,Sousse,0.34,512.095,0,9.3,85,11.8,279.5,ok
2025-12-09T03:00:00Z,2025-12-09,2025,December,9,3,Night,Winter,Sousse,0.11,512.145,0,9.8,91.2,11.2,279.5,ok
2025-12-09T02:00:00Z,2025-12-09,2025,December,9,2,Night,Winter,Sousse,0.16,512.245,0,10.5,89.5,12.2,171,ok
2025-12-09T01:00:00Z,2025-12-09,2025,December,9,1,Night,Winter,Sousse,0.54,512.095,0,11.1,86.8,13.3,346.3,ok
2025-12-08T23:00:00Z,2025-12-08,2025,December,8,23,Evening,Winter,Sousse,0.21,512.505,0,11.6,81.7,14.7,248.5,ok
2025-12-08T22:00:00Z,2025-12-08,2025,December,8,22,Evening,Winter,Sousse,0.2,512.3050000000001,0,12.6,92.6,13.8,234.5,ok
2025-12-08T21:00:00Z,2025-12-08,2025,December,8,21,Evening,Winter,Sousse,0.36,512.255,0,12.1,94.5,13,358.1,ok
2025-12-08T20:00:00Z,2025-12-08,2025,December,8,20,Evening,Winter,Sousse,0.1,512.005,0,12.1,92,13.4,189.4,ok
2025-12-08T19:00:00Z,2025-12-08,2025,December,8,19,Evening,Winter,Sousse,0.15,512.0550000000001,0,13,89.5,14.8,220.4,ok
2025-12-08T18:00:00Z,2025-12-08,2025,December,8,18,Evening,Winter,Sousse,0.2,511.805,0,12.9,82.2,15.9,189.4,ok
2025-12-08T17:00:00Z,2025-12-08,2025,December,8,17,Afternoon,Winter,Sousse,0.16,511.505,3,13.3,70.1,18.9,158.5,ok
2025-12-08T16:00:00Z,2025-12-08,2025,December,8,16,Afternoon,Winter,Sousse,0.59,511.205,110,13.3,60.9,21.2,69.5,ok
2025-12-08T15:00:00Z,2025-12-08,2025,December,8,15,Afternoon,Winter,Sousse,1.86,511.055,267,12.8,57.7,21.5,8,ok
2025-12-08T14:00:00Z,2025-12-08,2025,December,8,14,Afternoon,Winter,Sousse,0.39,511.055,391,13.2,59.5,21.4,347.5,ok
2025-12-08T13:00:00Z,2025-12-08,2025,December,8,13,Afternoon,Winter,Sousse,0.81,511.305,461,9.7,44.8,22.3,27.8,ok
2025-12-08T12:00:00Z,2025-12-08,2025,December,8,12,Afternoon,Winter,Sousse,3.52,511.755,485,10.3,49.3,21.4,267.6,ok
2025-12-08T11:00:00Z,2025-12-08,2025,December,8,11,Morning,Winter,Sousse,2.56,512.005,446,10.4,54.3,19.9,287.1,ok
2025-12-08T10:00:00Z,2025-12-08,2025,December,8,10,Morning,Winter,Sousse,0.85,512.155,341,10.4,59.2,18.5,310.7,ok
2025-12-08T09:00:00Z,2025-12-08,2025,December,8,9,Morning,Winter,Sousse,0.53,511.905,209,9.6,64.5,16.3,308.3,ok
2025-12-08T08:00:00Z,2025-12-08,2025,December,8,8,Morning,Winter,Sousse,0.36,511.555,29,8.6,80.1,11.9,316.5,ok
2025-12-08T07:00:00Z,2025-12-08,2025,December,8,7,Morning,Winter,Sousse,0.48,511.305,0,8.6,77.3,12.5,126.1,ok
2025-12-08T06:00:00Z,2025-12-08,2025,December,8,6,Morning,Winter,Sousse,0.98,510.805,1,9.3,80.7,12.6,258.4,ok
2025-12-08T05:00:00Z,2025-12-08,2025,December,8,5,Night,Winter,Sousse,0.64,510.655,1,9.5,79.9,12.9,216.1,ok
2025-12-08T04:00:00Z,2025-12-08,2025,December,8,4,Night,Winter,Sousse,0.49,510.705,1,9,82.6,11.9,168.5,ok
2025-12-08T03:00:00Z,2025-12-08,2025,December,8,3,Night,Winter,Sousse,0.44,510.855,0,9.1,76.4,13.2,104,ok
2025-12-08T02:00:00Z,2025-12-08,2025,December,8,2,Night,Winter,Sousse,0.68,510.755,1,9.6,83.6,12.3,337.4,ok
2025-12-08T01:00:00Z,2025-12-08,2025,December,8,1,Night,Winter,Sousse,0.63,510.605,0,9.3,76.5,13.4,130.5,ok
2025-12-07T23:00:00Z,2025-12-07,2025,December,7,23,Evening,Winter,Sousse,0.78,510.72,0,10,70.3,15.4,175.9,ok
2025-12-07T22:00:00Z,2025-12-07,2025,December,7,22,Evening,Winter,Sousse,0.38,510.67,1,10,66.1,16.4,184.2,ok
2025-12-07T21:00:00Z,2025-12-07,2025,December,7,21,Evening,Winter,Sousse,1.45,510.67,0,10.2,64.3,17,266.5,ok
2025-12-07T20:00:00Z,2025-12-07,2025,December,7,20,Evening,Winter,Sousse,1.21,510.52000000000004,0,9.9,61.3,17.4,314.6,ok
2025-12-07T19:00:00Z,2025-12-07,2025,December,7,19,Evening,Winter,Sousse,2,510.22,0,9.7,58.2,18,265.6,ok
2025-12-07T18:00:00Z,2025-12-07,2025,December,7,18,Evening,Winter,Sousse,2.89,510.02000000000004,0,9.4,55.5,18.5,337.9,ok
2025-12-07T17:00:00Z,2025-12-07,2025,December,7,17,Afternoon,Winter,Sousse,1.44,509.67,4,9.7,52.7,19.6,257.3,ok
2025-12-07T16:00:00Z,2025-12-07,2025,December,7,16,Afternoon,Winter,Sousse,3.32,509.42,119,9.6,48.5,20.9,283,ok
2025-12-07T15:00:00Z,2025-12-07,2025,December,7,15,Afternoon,Winter,Sousse,1.69,509.22,286,9.9,46.4,21.9,259.5,ok
2025-12-07T14:00:00Z,2025-12-07,2025,December,7,14,Afternoon,Winter,Sousse,0.99,509.37,423,10.3,48.8,21.5,321.4,ok
2025-12-07T13:00:00Z,2025-12-07,2025,December,7,13,Afternoon,Winter,Sousse,6.31,509.47,335,10.1,50.2,20.9,271.8,ok
2025-12-07T12:00:00Z,2025-12-07,2025,December,7,12,Afternoon,Winter,Sousse,2.6,509.87,161,10.2,52.5,20.3,322.1,ok
2025-12-07T11:00:00Z,2025-12-07,2025,December,7,11,Morning,Winter,Sousse,1.66,510.27000000000004,473,10.2,51.6,20.5,292.6,ok
2025-12-07T10:00:00Z,2025-12-07,2025,December,7,10,Morning,Winter,Sousse,4.5,510.17,396,9.3,55.6,18.4,261.9,ok
2025-12-07T09:00:00Z,2025-12-07,2025,December,7,9,Morning,Winter,Sousse,4.2,510.02000000000004,212,9,59.5,16.9,281,ok
2025-12-07T08:00:00Z,2025-12-07,2025,December,7,8,Morning,Winter,Sousse,2.79,510.02000000000004,65,8.8,62.5,16,286,ok
2025-12-07T07:00:00Z,2025-12-07,2025,December,7,7,Morning,Winter,Sousse,3.31,509.92,0,8.7,66.2,15,255.9,ok
2025-12-07T06:00:00Z,2025-12-07,2025,December,7,6,Morning,Winter,Sousse,1.41,509.77000000000004,0,8.6,69.5,14.1,278.1,ok
2025-12-07T05:00:00Z,2025-12-07,2025,December,7,5,Night,Winter,Sousse,0.97,509.82000000000005,1,8.5,77.4,12.4,318.5,ok
2025-12-07T04:00:00Z,2025-12-07,2025,December,7,4,Night,Winter,Sousse,0.15,509.82000000000005,0,7.6,75.6,11.8,68.6,ok
2025-12-07T03:00:00Z,2025-12-07,2025,December,7,3,Night,Winter,Sousse,0.15,509.77000000000004,0,8,66.6,14.1,246.6,ok
2025-12-07T02:00:00Z,2025-12-07,2025,December,7,2,Night,Winter,Sousse,1.55,509.97,0,7,65,13.4,275.7,ok
2025-12-07T01:00:00Z,2025-12-07,2025,December,7,1,Night,Winter,Sousse,2.16,509.92,0,7.5,60.9,15,270,ok
2025-12-19T05:00:00Z,2025-12-19,2025,December,19,5,Night,Winter,Kef,2.07,NA,953.1,11,94.6,11.9,115.5,ok
2025-12-19T04:00:00Z,2025-12-19,2025,December,19,4,Night,Winter,Kef,2.46,NA,953.3,11.4,98.2,11.7,96.6,ok
2025-12-19T03:00:00Z,2025-12-19,2025,December,19,3,Night,Winter,Kef,1.37,NA,954.5,10.9,90.9,12.3,55.1,ok
2025-12-19T02:00:00Z,2025-12-19,2025,December,19,2,Night,Winter,Kef,2.12,NA,953.4,11.3,93,12.4,97.2,ok
NA,NA,NA,NA,NA,NA,Night,NA,Kef,1.7038461538461538,NA,953.8153846153846,6.361538461538461,88.13076923076923,8.23846153846154,131.15384615384616,ok
2025-12-18T23:00:00Z,2025-12-18,2025,December,18,23,Evening,Winter,Kef,3.23,NA,954.6,11.7,95,12.5,115.1,ok
2025-12-18T22:00:00Z,2025-12-18,2025,December,18,22,Evening,Winter,Kef,1.4,NA,954.6,11.3,91.8,12.6,102.3,ok
2025-12-18T21:00:00Z,2025-12-18,2025,December,18,21,Evening,Winter,Kef,1.28,NA,954.9,10.8,87.7,12.8,88.4,ok
2025-12-18T20:00:00Z,2025-12-18,2025,December,18,20,Evening,Winter,Kef,0.99,NA,954.9,12.1,99.1,12.3,68.7,ok
2025-12-18T19:00:00Z,2025-12-18,2025,December,18,19,Evening,Winter,Kef,2.23,NA,955.1,11.4,92.4,12.6,90.8,ok
2025-12-18T18:00:00Z,2025-12-18,2025,December,18,18,Evening,Winter,Kef,2.66,NA,954.5,11,89.8,12.7,106.5,ok
2025-12-18T17:00:00Z,2025-12-18,2025,December,18,17,Afternoon,Winter,Kef,1.93,NA,954.5,11.3,92.8,12.5,93.7,ok
2025-12-18T16:00:00Z,2025-12-18,2025,December,18,16,Afternoon,Winter,Kef,1.71,NA,955,11.7,89.7,13.4,115.4,ok
2025-12-18T15:00:00Z,2025-12-18,2025,December,18,15,Afternoon,Winter,Kef,0.96,NA,954.8,11.8,88.5,13.7,93.7,ok
2025-12-18T14:00:00Z,2025-12-18,2025,December,18,14,Afternoon,Winter,Kef,0.26,NA,954.7,12,93.4,13,87.6,ok
2025-12-18T13:00:00Z,2025-12-18,2025,December,18,13,Afternoon,Winter,Kef,2.05,NA,955.1,11.5,87.2,13.6,31.6,ok
2025-12-18T12:00:00Z,2025-12-18,2025,December,18,12,Afternoon,Winter,Kef,0.75,NA,955.6,12,92.8,13.2,116,ok
2025-12-18T11:00:00Z,2025-12-18,2025,December,18,11,Morning,Winter,Kef,4.61,NA,956.3,10.8,86.2,13.1,143.7,ok
2025-12-18T10:00:00Z,2025-12-18,2025,December,18,10,Morning,Winter,Kef,5.11,NA,956.1,10,80.1,13.3,171.7,ok
2025-12-18T09:00:00Z,2025-12-18,2025,December,18,9,Morning,Winter,Kef,1.75,NA,954.6,8.3,81.8,11.3,186.5,ok
2025-12-18T08:00:00Z,2025-12-18,2025,December,18,8,Morning,Winter,Kef,0.7,NA,954.3,6.1,81.4,9.2,31.9,ok
2025-12-18T07:00:00Z,2025-12-18,2025,December,18,7,Morning,Winter,Kef,1.59,NA,954,6,75.4,10.2,152.3,ok
2025-12-18T06:00:00Z,2025-12-18,2025,December,18,6,Morning,Winter,Kef,1.07,NA,953.6,6,82.6,8.8,169.1,ok
2025-12-18T05:00:00Z,2025-12-18,2025,December,18,5,Night,Winter,Kef,0.29,NA,953.5,6.4,86.8,8.5,155.8,ok
2025-12-18T04:00:00Z,2025-12-18,2025,December,18,4,Night,Winter,Kef,1.23,NA,953.7,7.4,84.7,9.9,238.8,ok
2025-12-18T01:00:00Z,2025-12-18,2025,December,18,1,Night,Winter,Kef,1.43,NA,953.8,8,75.4,12.3,145.5,ok
2025-12-17T23:00:00Z,2025-12-17,2025,December,17,23,Evening,Winter,Kef,0.74,NA,953.6,9.2,86,11.5,110.8,ok
2025-12-17T22:00:00Z,2025-12-17,2025,December,17,22,Evening,Winter,Kef,0.8,NA,953.3,8.1,82.1,11.1,126.1,ok
2025-12-17T21:00:00Z,2025-12-17,2025,December,17,21,Evening,Winter,Kef,0.6,NA,953.1,8.2,83.1,11,100.9,ok
2025-12-17T20:00:00Z,2025-12-17,2025,December,17,20,Evening,Winter,Kef,1.43,NA,952.7,8.6,82,11.6,122.1,ok
2025-12-17T19:00:00Z,2025-12-17,2025,December,17,19,Evening,Winter,Kef,1.67,NA,952.4,8.9,77.4,12.7,133.1,ok
2025-12-17T18:00:00Z,2025-12-17,2025,December,17,18,Evening,Winter,Kef,4.84,NA,951.8,8,67.8,13.9,161.6,ok
2025-12-17T17:00:00Z,2025-12-17,2025,December,17,17,Afternoon,Winter,Kef,4.42,NA,951.7,8,66.1,14.3,124.9,ok
2025-12-17T16:00:00Z,2025-12-17,2025,December,17,16,Afternoon,Winter,Kef,6.24,NA,951.1,6.7,56.5,15.3,152.5,ok
2025-12-17T15:00:00Z,2025-12-17,2025,December,17,15,Afternoon,Winter,Kef,5.29,NA,950.5,6.7,53.6,16.1,130,ok
2025-12-17T14:00:00Z,2025-12-17,2025,December,17,14,Afternoon,Winter,Kef,2.77,NA,950.7,3.1,40,16.8,182.7,ok
2025-12-17T13:00:00Z,2025-12-17,2025,December,17,13,Afternoon,Winter,Kef,1.71,NA,951,6.8,54.8,15.9,210.1,ok
2025-12-17T12:00:00Z,2025-12-17,2025,December,17,12,Afternoon,Winter,Kef,3.1,NA,951.6,8.3,65.4,14.7,145.5,ok
2025-12-17T11:00:00Z,2025-12-17,2025,December,17,11,Morning,Winter,Kef,0.88,NA,952.4,8.6,82.9,11.4,322.6,ok
2025-12-17T10:00:00Z,2025-12-17,2025,December,17,10,Morning,Winter,Kef,0.56,NA,952.5,7.8,91.2,9.2,346,ok
2025-12-17T09:00:00Z,2025-12-17,2025,December,17,9,Morning,Winter,Kef,0.47,NA,951.8,6.7,97.6,7.1,90,ok
2025-12-17T08:00:00Z,2025-12-17,2025,December,17,8,Morning,Winter,Kef,1.22,NA,951.2,5,96.5,5.6,99.7,ok
2025-12-17T07:00:00Z,2025-12-17,2025,December,17,7,Morning,Winter,Kef,0.9,NA,950.6,6.8,98.9,7,113.1,ok
2025-12-17T06:00:00Z,2025-12-17,2025,December,17,6,Morning,Winter,Kef,1.3,NA,949.9,5.1,100,5.1,129.4,ok
2025-12-17T05:00:00Z,2025-12-17,2025,December,17,5,Night,Winter,Kef,1.3,NA,949.8,4.9,100,4.9,129.5,ok
2025-12-17T04:00:00Z,2025-12-17,2025,December,17,4,Night,Winter,Kef,0.9,NA,949.3,4.8,98.7,5,143.4,ok
2025-12-17T03:00:00Z,2025-12-17,2025,December,17,3,Night,Winter,Kef,1.3,NA,949.3,4.7,97,5.1,136.2,ok
2025-12-17T02:00:00Z,2025-12-17,2025,December,17,2,Night,Winter,Kef,0.43,NA,948.9,4.6,93.9,5.5,129.5,ok
2025-12-17T01:00:00Z,2025-12-17,2025,December,17,1,Night,Winter,Kef,1.01,NA,949.1,4.9,92.8,6,91.3,ok
2025-12-16T23:00:00Z,2025-12-16,2025,December,16,23,Evening,Winter,Kef,1.19,NA,948.7,5.9,87,7.9,85.2,ok
2025-12-16T22:00:00Z,2025-12-16,2025,December,16,22,Evening,Winter,Kef,0.2,NA,948.4,6.8,88.2,8.6,169.8,ok
2025-12-16T21:00:00Z,2025-12-16,2025,December,16,21,Evening,Winter,Kef,0.83,NA,948.3,6.5,87.4,8.5,138.6,ok
2025-12-16T20:00:00Z,2025-12-16,2025,December,16,20,Evening,Winter,Kef,1.67,NA,948,7.1,82.8,9.9,131.7,ok
2025-12-16T19:00:00Z,2025-12-16,2025,December,16,19,Evening,Winter,Kef,2.33,NA,947.5,5.9,68.4,11.5,142.3,ok
2025-12-16T18:00:00Z,2025-12-16,2025,December,16,18,Evening,Winter,Kef,2.75,NA,946.5,5.8,65.1,12.2,234.3,ok
2025-12-16T17:00:00Z,2025-12-16,2025,December,16,17,Afternoon,Winter,Kef,2.67,NA,946.1,6,56.2,14.6,207.3,ok
2025-12-16T16:00:00Z,2025-12-16,2025,December,16,16,Afternoon,Winter,Kef,4.56,NA,945.5,4.7,43.8,17.1,255.4,ok
2025-12-16T15:00:00Z,2025-12-16,2025,December,16,15,Afternoon,Winter,Kef,5.9,NA,945.3,4.6,41.7,17.8,253.2,ok
2025-12-16T14:00:00Z,2025-12-16,2025,December,16,14,Afternoon,Winter,Kef,2.85,NA,945.4,6,45.6,18,221.8,ok
2025-12-16T13:00:00Z,2025-12-16,2025,December,16,13,Afternoon,Winter,Kef,3.75,NA,945.9,7,49.9,17.5,198.1,ok
2025-12-16T12:00:00Z,2025-12-16,2025,December,16,12,Afternoon,Winter,Kef,1.43,NA,946.8,7.2,54.4,16.5,7.8,ok
2025-12-16T11:00:00Z,2025-12-16,2025,December,16,11,Morning,Winter,Kef,3.61,NA,947.3,8.7,63.9,15.5,190.6,ok
2025-12-16T10:00:00Z,2025-12-16,2025,December,16,10,Morning,Winter,Kef,1.35,NA,947.2,9.8,79.4,13.3,200.7,ok
2025-12-16T09:00:00Z,2025-12-16,2025,December,16,9,Morning,Winter,Kef,1.11,NA,946.9,8.6,93.1,9.7,188.1,ok
2025-12-16T08:00:00Z,2025-12-16,2025,December,16,8,Morning,Winter,Kef,0.35,NA,947,7.9,92,9.1,164,ok
2025-12-16T07:00:00Z,2025-12-16,2025,December,16,7,Morning,Winter,Kef,3.57,NA,946.7,8.4,95.4,9.1,194.8,ok
2025-12-16T06:00:00Z,2025-12-16,2025,December,16,6,Morning,Winter,Kef,1.37,NA,946.7,8.2,96.3,8.8,176.8,ok
2025-12-16T05:00:00Z,2025-12-16,2025,December,16,5,Night,Winter,Kef,1.63,NA,947.2,7.9,95.5,8.6,19.5,ok
2025-12-16T04:00:00Z,2025-12-16,2025,December,16,4,Night,Winter,Kef,3.41,NA,947.9,7.6,91.8,8.9,288.7,ok
2025-12-16T03:00:00Z,2025-12-16,2025,December,16,3,Night,Winter,Kef,3.75,NA,947.2,9,84.1,11.6,177.6,ok
2025-12-16T02:00:00Z,2025-12-16,2025,December,16,2,Night,Winter,Kef,3.69,NA,947.7,9.1,87.2,11.2,166,ok
2025-12-15T23:00:00Z,2025-12-15,2025,December,15,23,Evening,Winter,Kef,2.99,NA,949.2,9.5,90.6,11,177.3,ok
2025-12-15T22:00:00Z,2025-12-15,2025,December,15,22,Evening,Winter,Kef,0.87,NA,949.2,9.9,90.1,11.5,96.9,ok
2025-12-15T21:00:00Z,2025-12-15,2025,December,15,21,Evening,Winter,Kef,2.11,NA,949.8,9.9,88.3,11.8,179.3,ok
2025-12-15T20:00:00Z,2025-12-15,2025,December,15,20,Evening,Winter,Kef,2.11,NA,949.9,10.6,92.2,11.8,173.8,ok
2025-12-15T19:00:00Z,2025-12-15,2025,December,15,19,Evening,Winter,Kef,6.47,NA,949.9,10.5,88.9,12.3,145.6,ok
2025-12-15T18:00:00Z,2025-12-15,2025,December,15,18,Evening,Winter,Kef,3.36,NA,949.6,9.7,78.9,13.3,199.2,ok
2025-12-15T17:00:00Z,2025-12-15,2025,December,15,17,Afternoon,Winter,Kef,0.55,NA,949.6,10.1,84.3,12.7,103.9,ok
2025-12-15T16:00:00Z,2025-12-15,2025,December,15,16,Afternoon,Winter,Kef,4.55,NA,949.7,9.6,75.7,13.8,160.9,ok
2025-12-15T15:00:00Z,2025-12-15,2025,December,15,15,Afternoon,Winter,Kef,4.28,NA,949.9,10.9,83.7,13.6,159.2,ok
2025-12-15T14:00:00Z,2025-12-15,2025,December,15,14,Afternoon,Winter,Kef,5.81,NA,950,10.9,85,13.4,126.6,ok
2025-12-15T13:00:00Z,2025-12-15,2025,December,15,13,Afternoon,Winter,Kef,4.23,NA,951.5,11.1,86.7,13.3,155.2,ok
2025-12-15T12:00:00Z,2025-12-15,2025,December,15,12,Afternoon,Winter,Kef,6,NA,952.4,9.8,72.7,14.6,166.5,ok
2025-12-15T11:00:00Z,2025-12-15,2025,December,15,11,Morning,Winter,Kef,6.17,NA,952.6,9.6,71.9,14.6,183.2,ok
2025-12-15T10:00:00Z,2025-12-15,2025,December,15,10,Morning,Winter,Kef,5.36,NA,952.7,9.5,72,14.5,185.7,ok
2025-12-15T09:00:00Z,2025-12-15,2025,December,15,9,Morning,Winter,Kef,7.8,NA,952.6,9.8,75.6,14,167,ok
2025-12-15T08:00:00Z,2025-12-15,2025,December,15,8,Morning,Winter,Kef,7.2,NA,951.9,9.9,77,13.9,155.1,ok
2025-12-15T07:00:00Z,2025-12-15,2025,December,15,7,Morning,Winter,Kef,2.3,NA,952.3,9.2,77.1,13.2,140.5,ok
2025-12-15T06:00:00Z,2025-12-15,2025,December,15,6,Morning,Winter,Kef,6.04,NA,952.2,9,77.1,12.9,163.5,ok
2025-12-15T05:00:00Z,2025-12-15,2025,December,15,5,Night,Winter,Kef,3.32,NA,952.6,8.6,76.1,12.7,151.4,ok
2025-12-15T04:00:00Z,2025-12-15,2025,December,15,4,Night,Winter,Kef,7.36,NA,953,8,73.7,12.6,149.8,ok
2025-12-15T03:00:00Z,2025-12-15,2025,December,15,3,Night,Winter,Kef,2.7,NA,954.3,7.9,80.2,11.2,158.9,ok
2025-12-15T02:00:00Z,2025-12-15,2025,December,15,2,Night,Winter,Kef,3.29,NA,954.5,7.6,79.1,11.1,119.3,ok
2025-12-15T01:00:00Z,2025-12-15,2025,December,15,1,Night,Winter,Kef,4.05,NA,954.3,7.8,82,10.7,173.7,ok
2025-12-14T23:00:00Z,2025-12-14,2025,December,14,23,Evening,Winter,Kef,4.1,NA,955,8.5,80.1,11.8,182.2,ok
2025-12-14T22:00:00Z,2025-12-14,2025,December,14,22,Evening,Winter,Kef,4.31,NA,954.4,9.4,81.1,12.6,181.6,ok
2025-12-14T21:00:00Z,2025-12-14,2025,December,14,21,Evening,Winter,Kef,0.96,NA,955,8.1,81,11.3,134.5,ok
2025-12-14T20:00:00Z,2025-12-14,2025,December,14,20,Evening,Winter,Kef,3.69,NA,954.9,8,80.3,11.3,193.1,ok
2025-12-14T19:00:00Z,2025-12-14,2025,December,14,19,Evening,Winter,Kef,0.69,NA,954.4,7.8,76.4,11.8,125.6,ok
2025-12-14T18:00:00Z,2025-12-14,2025,December,14,18,Evening,Winter,Kef,1.19,NA,954.3,8.7,73.2,13.4,90.4,ok
2025-12-14T17:00:00Z,2025-12-14,2025,December,14,17,Afternoon,Winter,Kef,4.9,NA,954.1,8.5,66.1,14.8,148.7,ok
2025-12-14T16:00:00Z,2025-12-14,2025,December,14,16,Afternoon,Winter,Kef,4.3,NA,954.1,7.9,58.9,15.9,149,ok
2025-12-14T14:00:00Z,2025-12-14,2025,December,14,14,Afternoon,Winter,Kef,6.46,NA,954.7,8,56,16.8,158,ok
2025-12-14T12:00:00Z,2025-12-14,2025,December,14,12,Afternoon,Winter,Kef,4.38,NA,956,8.1,61.7,15.4,197.1,ok
